ZT	CT	LHY.4	Campo	Organ	Splice	Temperature	Light
-1.5	-1.953488372	0.149896318	C2	I1	AS	17	0
-1.5	-1.953488372	0.012600059	C2	I1	AS	17	0
-1.5	-1.953488372	0.037431917	C2	I1	AS	17	0
0.5	0.226415094	0.278562927	C2	I1	AS	17	0
0.5	0.226415094	0.029025651	C2	I1	AS	17	0
0.5	0.226415094	0.061747448	C2	I1	AS	17	0
2.5	2.037735849	0.264159639	C2	I1	AS	18	0.744444444
2.5	2.037735849	0.032245026	C2	I1	AS	18	0.744444444
2.5	2.037735849	0.055137235	C2	I1	AS	18	0.744444444
4.5	3.849056604	0.132828268	C2	I1	AS	22	1.907407407
4.5	3.849056604	0.020536703	C2	I1	AS	22	1.907407407
4.5	3.849056604	0.026634953	C2	I1	AS	22	1.907407407
6.5	5.660377358	0.020941669	C2	I1	AS	26	2.533333333
6.5	5.660377358	0.003417915	C2	I1	AS	26	2.533333333
6.5	5.660377358	0.005539236	C2	I1	AS	26	2.533333333
8.5	7.471698113	0.010787922	C2	I1	AS	28	2.559259259
8.5	7.471698113	0.000790437	C2	I1	AS	28	2.559259259
8.5	7.471698113	0.001983249	C2	I1	AS	28	2.559259259
10.5	9.283018868	0.003236354	C2	I1	AS	29	1.385185185
10.5	9.283018868	0	C2	I1	AS	29	1.385185185
10.5	9.283018868	0	C2	I1	AS	29	1.385185185
12.5	11.09433962	0.004615097	C2	I1	AS	29	0.496296296
12.5	11.09433962	0	C2	I1	AS	29	0.496296296
12.5	11.09433962	0.000435867	C2	I1	AS	29	0.496296296
14.5	13.11627907	0.003467426	C2	I1	AS	26	0
14.5	13.11627907	0	C2	I1	AS	26	0
14.5	13.11627907	0.000574405	C2	I1	AS	26	0
16.5	15.34883721	0.003502064	C2	I1	AS	23	0
16.5	15.34883721	0	C2	I1	AS	23	0
16.5	15.34883721	0.000656071	C2	I1	AS	23	0
18.5	17.58139535	0.006478472	C2	I1	AS	21	0
18.5	17.58139535	0	C2	I1	AS	21	0
18.5	17.58139535	0.001857148	C2	I1	AS	21	0
20.5	19.81395349	0.01124674	C2	I1	AS	19	0
20.5	19.81395349	0	C2	I1	AS	19	0
20.5	19.81395349	0.003811011	C2	I1	AS	19	0
22.5	22.04651163	0.080378716	C2	I1	AS	18	0
22.5	22.04651163	0.006576422	C2	I1	AS	18	0
22.5	22.04651163	0.021124672	C2	I1	AS	18	0
24.5	24.22641509	0.155186965	C2	I1	AS	18	0
24.5	24.22641509	0.016519562	C2	I1	AS	18	0
