ZT	CT	LHY.4	Campo	Organ	Splice	Temperature	Light
-1.5	-1.44	0.068450178	C1	L1	FS	10	0
0.5	0.52173913	0.403508068	C1	L1	FS	10	0.073333333
2.5	2.608695652	0.939567395	C1	L1	FS	19	1.166666667
4.5	4.695652174	0.409042109	C1	L1	FS	24	2.313333333
6.5	6.782608696	0.874147679	C1	L1	FS	26	2.786666667
8.5	8.869565217	0.013733504	C1	L1	FS	27	2.206666667
10.5	10.95652174	0.029205472	C1	L1	FS	26	0.866666667
12.5	12.96	0.046707253	C1	L1	FS	21	0
14.5	14.88	0.013839617	C1	L1	FS	18	0
16.5	16.8	0.047851024	C1	L1	FS	14	0
18.5	18.72	0.090226244	C1	L1	FS	14	0
20.5	20.64	1.05635173	C1	L1	FS	13	0
22.5	22.56	0.224067691	C1	L1	FS	12	0
24.5	24.52173913	0.341198543	C1	L1	FS	12	0.073333333
-1.5	-1.44	0.006665377	C1	L1	FS	10	0
0.5	0.52173913	0.039998564	C1	L1	FS	10	0.073333333
2.5	2.608695652	0.108218851	C1	L1	FS	19	1.166666667
4.5	4.695652174	0.57296926	C1	L1	FS	24	2.313333333
6.5	6.782608696	0.026217122	C1	L1	FS	26	2.786666667
8.5	8.869565217	0	C1	L1	FS	27	2.206666667
10.5	10.95652174	0.00138758	C1	L1	FS	26	0.866666667
12.5	12.96	0.001821738	C1	L1	FS	21	0
14.5	14.88	0	C1	L1	FS	18	0
16.5	16.8	0.006326141	C1	L1	FS	14	0
18.5	18.72	0.01324168	C1	L1	FS	14	0
20.5	20.64	0.108650671	C1	L1	FS	13	0
22.5	22.56	0.017314828	C1	L1	FS	12	0
24.5	24.52173913	0.024244702	C1	L1	FS	12	0.073333333
-1.5	-1.44	0.015109374	C1	L1	FS	10	0
0.5	0.52173913	0.074428381	C1	L1	FS	10	0.073333333
2.5	2.608695652	0.157437021	C1	L1	FS	19	1.166666667
4.5	4.695652174	2.101499395	C1	L1	FS	24	2.313333333
6.5	6.782608696	0.139636525	C1	L1	FS	26	2.786666667
8.5	8.869565217	0	C1	L1	FS	27	2.206666667
10.5	10.95652174	0.002316673	C1	L1	FS	26	0.866666667
12.5	12.96	0.003574753	C1	L1	FS	21	0
14.5	14.88	0.001179138	C1	L1	FS	18	0
16.5	16.8	0.003751666	C1	L1	FS	14	0
18.5	18.72	0.001108999	C1	L1	FS	14	0
20.5	20.64	0.177215979	C1	L1	FS	13	0
22.5	22.56	0.056815905	C1	L1	FS	12	0
24.5	24.52173913	0.094259451	C1	L1	FS	12	0.073333333
-1.5	-1.44	0.133562477	C1	L1	AS	10	0
0.5	0.52173913	0.381816352	C1	L1	AS	10	0.073333333
2.5	2.608695652	0.143935037	C1	L1	AS	19	1.166666667
4.5	4.695652174	0.142445744	C1	L1	AS	24	2.313333333
6.5	6.782608696	0.003095194	C1	L1	AS	26	2.786666667
8.5	8.869565217	0.002928151	C1	L1	AS	27	2.206666667
10.5	10.95652174	0.00130477	C1	L1	AS	26	0.866666667
12.5	12.96	0.002524353	C1	L1	AS	21	0
14.5	14.88	0.000786712	C1	L1	AS	18	0
16.5	16.8	0.023962086	C1	L1	AS	14	0
18.5	18.72	0.125875957	C1	L1	AS	14	0
20.5	20.64	0.918443648	C1	L1	AS	13	0
22.5	22.56	0.424008232	C1	L1	AS	12	0
24.5	24.52173913	0.631034825	C1	L1	AS	12	0.073333333
-1.5	-1.44	0.0132484	C1	L1	AS	10	0
0.5	0.52173913	0.054213151	C1	L1	AS	10	0.073333333
2.5	2.608695652	0.023525146	C1	L1	AS	19	1.166666667
4.5	4.695652174	0.022863098	C1	L1	AS	24	2.313333333
6.5	6.782608696	0	C1	L1	AS	26	2.786666667
8.5	8.869565217	0	C1	L1	AS	27	2.206666667
10.5	10.95652174	0	C1	L1	AS	26	0.866666667
12.5	12.96	0	C1	L1	AS	21	0
14.5	14.88	0	C1	L1	AS	18	0
16.5	16.8	0.003870276	C1	L1	AS	14	0
18.5	18.72	0.0170448	C1	L1	AS	14	0
20.5	20.64	0.122216833	C1	L1	AS	13	0
22.5	22.56	0.044147278	C1	L1	AS	12	0
24.5	24.52173913	0.053233418	C1	L1	AS	12	0.073333333
-1.5	-1.44	0.027250688	C1	L1	AS	10	0
0.5	0.52173913	0.047456544	C1	L1	AS	10	0.073333333
2.5	2.608695652	0.022086043	C1	L1	AS	19	1.166666667
4.5	4.695652174	0.032327357	C1	L1	AS	24	2.313333333
6.5	6.782608696	0.001050716	C1	L1	AS	26	2.786666667
8.5	8.869565217	0	C1	L1	AS	27	2.206666667
10.5	10.95652174	0	C1	L1	AS	26	0.866666667
12.5	12.96	0	C1	L1	AS	21	0
14.5	14.88	0	C1	L1	AS	18	0
16.5	16.8	0.005756291	C1	L1	AS	14	0
18.5	18.72	0.015620459	C1	L1	AS	14	0
20.5	20.64	0.086370774	C1	L1	AS	13	0
22.5	22.56	0.101801859	C1	L1	AS	12	0
24.5	24.52173913	0.156549079	C1	L1	AS	12	0.073333333
