ZT	CT	PRR95.4	Campo	Organ	Splice	Temperature	Light
-1.5	-1.44	0.009631225	C1	L1	AS	10	0
-1.5	-1.44	0	C1	L1	AS	10	0
-1.5	-1.44	0	C1	L1	AS	10	0
0.5	0.52173913	0	C1	L1	AS	10	0.073333333
0.5	0.52173913	0	C1	L1	AS	10	0.073333333
0.5	0.52173913	0.00210959	C1	L1	AS	10	0.073333333
2.5	2.608695652	0.005153205	C1	L1	AS	19	1.166666667
2.5	2.608695652	0.020558558	C1	L1	AS	19	1.166666667
2.5	2.608695652	0.019386458	C1	L1	AS	19	1.166666667
4.5	4.695652174	0.550245645	C1	L1	AS	24	2.313333333
4.5	4.695652174	0.018423064	C1	L1	AS	24	2.313333333
4.5	4.695652174	0.013636832	C1	L1	AS	24	2.313333333
6.5	6.782608696	0.064144751	C1	L1	AS	26	2.786666667
6.5	6.782608696	0.00885652	C1	L1	AS	26	2.786666667
6.5	6.782608696	0.02106175	C1	L1	AS	26	2.786666667
8.5	8.869565217	0.019856069	C1	L1	AS	27	2.206666667
8.5	8.869565217	0.022985361	C1	L1	AS	27	2.206666667
8.5	8.869565217	0.0108649	C1	L1	AS	27	2.206666667
10.5	10.95652174	0.076504752	C1	L1	AS	26	0.866666667
10.5	10.95652174	0	C1	L1	AS	26	0.866666667
10.5	10.95652174	0	C1	L1	AS	26	0.866666667
12.5	12.96	0.00559951	C1	L1	AS	21	0
12.5	12.96	0	C1	L1	AS	21	0
12.5	12.96	0.008290836	C1	L1	AS	21	0
14.5	14.88	0.004674111	C1	L1	AS	18	0
14.5	14.88	0	C1	L1	AS	18	0
14.5	14.88	0.007197309	C1	L1	AS	18	0
16.5	16.8	0	C1	L1	AS	14	0
16.5	16.8	0	C1	L1	AS	14	0
16.5	16.8	0.003503793	C1	L1	AS	14	0
18.5	18.72	0	C1	L1	AS	14	0
18.5	18.72	0	C1	L1	AS	14	0
18.5	18.72	0	C1	L1	AS	14	0
20.5	20.64	0	C1	L1	AS	13	0
20.5	20.64	0	C1	L1	AS	13	0
20.5	20.64	0	C1	L1	AS	13	0
22.5	22.56	0.002074627	C1	L1	AS	12	0
22.5	22.56	0	C1	L1	AS	12	0
22.5	22.56	0	C1	L1	AS	12	0
24.5	24.52173913	0.004366631	C1	L1	AS	12	0.073333333
24.5	24.52173913	0	C1	L1	AS	12	0.073333333
24.5	24.52173913	0	C1	L1	AS	12	0.073333333
-1.5	-1.44	0.004468782	C1	L1	FS	10	0
-1.5	-1.44	0.009950652	C1	L1	FS	10	0
-1.5	-1.44	0.004992924	C1	L1	FS	10	0
0.5	0.52173913	0.006812914	C1	L1	FS	10	0.073333333
0.5	0.52173913	0.01197596	C1	L1	FS	10	0.073333333
0.5	0.52173913	0.02014318	C1	L1	FS	10	0.073333333
2.5	2.608695652	0.049735271	C1	L1	FS	19	1.166666667
2.5	2.608695652	0.668426069	C1	L1	FS	19	1.166666667
2.5	2.608695652	0.658581887	C1	L1	FS	19	1.166666667
4.5	4.695652174	0.517738521	C1	L1	FS	24	2.313333333
4.5	4.695652174	0.67520138	C1	L1	FS	24	2.313333333
4.5	4.695652174	0.360275662	C1	L1	FS	24	2.313333333
6.5	6.782608696	1.584293462	C1	L1	FS	26	2.786666667
6.5	6.782608696	0.457951036	C1	L1	FS	26	2.786666667
6.5	6.782608696	0.766182084	C1	L1	FS	26	2.786666667
8.5	8.869565217	0.254865684	C1	L1	FS	27	2.206666667
8.5	8.869565217	0.86982398	C1	L1	FS	27	2.206666667
8.5	8.869565217	0.330923136	C1	L1	FS	27	2.206666667
10.5	10.95652174	1.808532104	C1	L1	FS	26	0.866666667
10.5	10.95652174	0.526786502	C1	L1	FS	26	0.866666667
10.5	10.95652174	0.40400351	C1	L1	FS	26	0.866666667
12.5	12.96	0.756336671	C1	L1	FS	21	0
12.5	12.96	0.015303277	C1	L1	FS	21	0
12.5	12.96	0.101139036	C1	L1	FS	21	0
14.5	14.88	0.010398454	C1	L1	FS	18	0
14.5	14.88	0.011147824	C1	L1	FS	18	0
14.5	14.88	0.010032168	C1	L1	FS	18	0
16.5	16.8	0.049880884	C1	L1	FS	14	0
16.5	16.8	0.009983451	C1	L1	FS	14	0
16.5	16.8	0.00674562	C1	L1	FS	14	0
18.5	18.72	0.005584601	C1	L1	FS	14	0
18.5	18.72	0.005533721	C1	L1	FS	14	0
18.5	18.72	0.033384149	C1	L1	FS	14	0
20.5	20.64	0.007224412	C1	L1	FS	13	0
20.5	20.64	0.011087791	C1	L1	FS	13	0
20.5	20.64	0.016511927	C1	L1	FS	13	0
22.5	22.56	0.008435232	C1	L1	FS	12	0
22.5	22.56	0.014166443	C1	L1	FS	12	0
22.5	22.56	0.002763791	C1	L1	FS	12	0
24.5	24.52173913	0.056387698	C1	L1	FS	12	0.073333333
24.5	24.52173913	0.002389977	C1	L1	FS	12	0.073333333
24.5	24.52173913	0.004401675	C1	L1	FS	12	0.073333333
